ID,Y,X
1012002879,25.053993,121.61619
1012109019,25.210304,121.66594
1012133906,25.210304,121.66594
1012159114,25.010366,121.539215
1012167025,25.210304,121.66594
1012216034,25.038237,121.49939
1022051582,25.055655,121.59036
1022254363,25.063805,121.54932
1032015314,25.024117,121.55172
1032020554,25.094185,121.51635
1032115630,25.047174,121.454895
1032298561,25.0611,121.562294
