ID,Y,X
1011000199,25.071203,121.53847
1011000257,25.061562,121.52366
1011000318,25.053623,121.52785
1011000335,25.058603,121.52047
1011000409,25.0489,121.506485
1011000537,25.070847,121.59262
1011000769,25.068338,121.527374
1011000920,25.02672,121.54671
1011000971,25.049824,121.51068
1011001138,25.027514,121.49821
1011001195,25.078737,121.569984
1011001244,25.05159,121.594185
1011001491,25.108633,121.53972
1011001506,25.062302,121.5383
1011001573,25.115528,121.556076
1011001686,25.080872,121.5223
1011001725,25.059046,121.521454
1011001767,25.045418,121.56597
1011001811,25.05875,121.57094
1011001814,25.210304,121.66594
1011001835,25.06456,121.66594
1012000011,25.002941,121.600044
1012000062,25.09525,121.52627
1012000148,25.10506,121.538086
1012000175,25.069466,121.544365
1012000193,25.063896,121.52431
1012000201,25.027662,121.4947
1012000211,25.061623,121.52916
1012000300,25.031868,121.563
1012000319,25.058046,121.59569
1012000333,25.02672,121.54671
1012000345,25.081581,121.57606
1012000369,25.081085,121.52125
1012000429,25.01884,121.53322
1012000483,25.063902,121.5292
1012000508,25.037321,121.50051
1012000514,25.041586,121.511284
1012000535,25.035023,121.53108
1012000555,25.123842,121.53161
1012000673,25.096571,121.532104
1012000712,25.042952,121.55774
1012000730,25.110779,121.530685
1012000777,25.087217,121.513626
1012000781,25.095331,121.49921
1012000783,25.121214,121.511536
1012000784,25.124477,121.475876
1012000819,25.210304,121.66594
1012000833,25.210304,121.66594
1012000904,25.06299,121.52021
1012000909,25.029316,121.52853
1012000948,25.08691,121.5461
1012000997,25.043789,121.58553
1012001038,25.210304,121.66594
1012001080,25.103651,121.544205
1012001099,25.067953,121.58887
1012001125,25.046383,121.57932
1012001177,25.083328,121.572845
1012001223,25.072086,121.60899
1012001226,25.118048,121.522804
1012001267,25.012955,121.557205
1012001316,25.124477,121.475876
1012001336,25.050085,121.58232
1012001349,25.04758,121.50471
1012001378,25.126928,121.500206
1012001459,25.15137,121.52142
1012001501,25.085733,121.563126
1012001562,25.12396,121.47088
1012001573,25.069466,121.544365
1012001586,25.033073,121.55423
1012001648,25.063896,121.52431
1012001712,25.10865,121.54808
1012001750,25.109856,121.47821
1012001791,25.04931,121.59205
1012001889,25.06367,121.562996
1012001919,25.077,121.6085
1012001929,25.053223,121.556015
1012001932,25.210304,121.66594
1012001942,25.074968,121.57948
1012001962,25.073515,121.620834
1012002012,25.061964,121.558365
1012002019,25.055725,121.6217
1012002052,25.040527,121.623886
1012002083,25.05159,121.594185
1012002105,25.042952,121.55774
1012002130,25.210304,121.66594
1012002151,25.085009,121.5635
1012002186,25.036491,121.51121
1012002195,25.098503,121.52513
1012002211,25.04131,121.58154
1012002306,25.029245,121.54188
1012002336,25.117172,121.533226
1012002355,25.210304,121.66594
1012002524,25.02493,121.50151
1012002538,25.088623,121.56004
1012002539,25.127474,121.469696
1012002561,25.115524,121.52105
1012002571,25.073435,121.60632
1012002581,25.050129,121.52302
1012002583,25.044981,121.54586
1012002635,25.05249,121.598366
1012002651,25.070122,121.51655
1012002664,25.071203,121.53847
1012002734,25.126905,121.50326
1012002815,25.075964,121.58008
1012002818,25.06367,121.562996
1012002851,25.107311,121.48487
1012002873,25.063896,121.52431
1012002879,25.053993,121.61619
1012002942,25.115131,121.62859
1012003095,25.049934,121.569496
1012003139,25.110867,121.5143
1012003141,25.036985,121.61695
1012003188,25.109377,121.5127
1012003228,25.05216,121.56391
1012003237,25.134684,121.50278
1012003246,25.083973,121.56181
1012003253,25.062553,121.52881
1012003278,25.086046,121.52471
1012003286,25.067461,121.541374
1012003305,25.13524,121.54709
1012003338,25.066092,121.530716
1012003339,25.116262,121.50843
1012003373,25.199438,121.43914
1012003395,25.12066,121.50352
1012003558,25.07576,121.61149
1012003574,25.049824,121.57005
1012003577,25.079967,121.59596
1012003593,25.046364,121.55
1012003611,25.141642,121.488144
1012003635,25.023582,121.535164
1012003652,25.062553,121.52881
1012003734,25.06367,121.562996
1012003756,25.037807,121.504196
1012003824,25.025898,121.54869
1012003830,25.098284,121.54891
1012003849,25.128433,121.4995
1012003874,25.027765,121.51473
1012003913,25.037731,121.568436
1012003926,25.063349,121.60951
1012004020,25.030832,121.57036
1012004032,25.015844,121.54854
1012004065,25.02763,121.508835
1012004066,25.06299,121.52021
