ID,Y,X
1011001670,25.089737,121.52033
1012000211,25.061623,121.52916
1012000308,25.039495,121.506836
1012000866,25.091135,121.52391
1012000976,25.041142,121.547424
1012001690,25.056095,121.5952
1012001822,25.095331,121.49921
1012002051,25.045954,121.55786
1012003771,25.04388,121.555
1012004287,25.210304,121.66594
1012004724,25.05414,121.56744
1012005314,25.08872,121.52397
1012005635,25.079117,121.56763
1012005784,25.07526,121.57761
1012006290,25.022097,121.49973
1012007008,25.08691,121.5461
1012007057,25.210304,121.66594
1012007176,25.060429,121.52316
1012008501,25.047031,121.5189
1012008544,25.060177,121.53619
1012008555,25.075964,121.58008
1012009172,25.049276,121.55652
1012009175,25.055923,121.54924
1012009318,25.07941,121.51773
1012010822,25.048557,121.50604
1012011325,25.039965,121.56956
1012012075,25.12026,121.524254
1012013240,25.051497,121.54894
1012013411,25.07987,121.5474
1012013586,25.03387,121.57463
1012013704,25.052937,121.557655
1012013765,25.087029,121.55853
1012014105,25.04217,121.554306
1012014376,25.03806,121.51347
1012015889,25.11556,121.51496
1012016840,25.034061,121.501396
1012018194,25.08225,121.59463
1012018243,25.210304,121.66594
1012018383,25.138063,121.496216
1012018404,25.06557,121.53759
1012018539,25.048471,121.58979
1012018761,25.023687,121.541
1012019028,25.210304,121.66594
1012019180,25.04118,121.54576
1012020498,25.053204,121.519356
1012020562,25.027029,121.53708
1012020867,25.111515,121.56311
1012021107,25.056887,121.50969
1012021850,25.062302,121.5383
1012022308,25.050228,121.52937
1012023189,25.08132,121.5964
1012023785,25.092415,121.57238
1012024147,25.07526,121.57761
1012024160,25.0426,121.56438
1012024295,25.04437,121.56404
1012024594,25.063416,121.512146
1012025404,25.210304,121.66594
1012025419,25.11362,121.52154
1012025802,25.075964,121.58008
1012026060,25.020388,121.528534
1012026133,25.045418,121.56597
1012026212,25.080446,121.52385
1012026327,25.08611,121.56214
1012026430,25.03474,121.539345
1012028774,25.063896,121.52431
1012029584,25.050228,121.52937
1012029608,25.025839,121.51302
1012031028,25.049934,121.569496
1012031774,25.062553,121.52881
1012031821,25.0592,121.535446
1012031919,25.102646,121.52595
1012000109,25.168716,121.54166
1012008900,25.054317,121.52106
1012009818,25.063896,121.52431
1012022658,25.04629,121.567055
1012023550,25.063652,121.53861
1012032054,25.073912,121.61601
1012032170,25.051203,121.52615
1012034153,25.116762,121.51653
1012034217,25.210304,121.66594
1012034342,25.195374,121.607834
1012034451,25.13945,121.54853
1012034528,25.038887,121.52634
1012034815,25.210304,121.66594
1012035186,25.210304,121.66594
1012035288,25.031042,121.56034
1012036114,25.113087,121.539
1012036563,25.063652,121.53861
1012037237,25.081581,121.57606
1012037719,25.06127,121.59287
1012037754,25.210304,121.66594
1012037799,25.065832,121.53704
1012037828,25.118303,121.530426
1012037921,25.010021,121.53893
1012039178,25.06827,121.579575
1012039338,25.028511,121.505905
1012039766,25.04683,121.58064
1012040050,25.02553,121.50373
1012042224,25.045418,121.56597
1012042556,25.049793,121.51261
1012042823,25.04919,121.585754
1012042858,25.04587,121.55146
1012043386,25.039116,121.539185
1012043612,25.124477,121.475876
1012043614,25.045645,121.54223
1012043712,25.032793,121.55397
1012044048,25.210304,121.66594
1012044236,25.068317,121.5295
1012045489,25.05304,121.56488
1012045765,25.048454,121.560646
1012047782,25.057426,121.57289
1012048355,25.210304,121.66594
1012048391,25.210304,121.66594
1012049153,25.210304,121.66594
1012049500,25.049555,121.530815
1012049759,25.041914,121.52366
1012050472,25.091135,121.52391
1012050517,25.13602,121.49778
1012050897,25.071743,121.61003
1012053495,25.025486,121.500465
1012053624,25.071922,121.51974
1012054175,25.053434,121.53838
1012054656,25.06605,121.52015
1012056214,25.042355,121.570045
1012057262,25.08691,121.5461
1012057316,25.210304,121.66594
1012057865,25.063894,121.53727
1012058029,25.035664,121.52914
1012058354,25.031643,121.501175
1012058728,25.051716,121.51049
1012058818,25.113083,121.51099
1012058833,25.064348,121.56757
1012058866,25.053204,121.519356
1012059224,25.105803,121.51179
1012059596,25.056324,121.52556
1012060323,25.056654,121.5315
1012060362,25.101114,121.551216
1012061247,25.039598,121.53092
1012062137,25.065027,121.51251
1012062276,25.043951,121.551
1012062552,25.05642,121.577126
1012062588,25.210304,121.66594
1012063077,25.055092,121.53866
1012063078,25.102459,121.523476
1012063901,25.059881,121.55442
1012064261,25.024355,121.54815
1012064557,25.057219,121.56181
1012065219,25.052937,121.557655
1012065304,25.210304,121.66594
1012065545,25.055725,121.6217
1012065778,25.092415,121.57238
1012066805,25.126507,121.50821
1012068333,25.047066,121.51985
1012068368,25.045105,121.55844
1012069088,25.067532,121.615036
1012069261,25.061083,121.51267
1012069347,25.210304,121.66594
1012069682,25.210304,121.66594
1012070155,25.09452,121.52992
1012070186,25.0384,121.55427
1012070707,25.210304,121.66594
1012070932,25.042126,121.58103
1012071793,25.021683,121.555855
1012071828,25.133615,121.5083
1012073721,25.106396,121.52637
1012074038,25.135141,121.49977
1012075018,25.06299,121.52021
1012075916,25.063896,121.52431
1012076854,25.06977,121.53893
1012076969,25.046124,121.54656
1012079353,25.028149,121.55034
1012080180,25.05329,121.525986
1012080700,25.079601,121.56399
1012080943,25.04529,121.50931
1012081441,25.087029,121.55853
1012081792,25.062572,121.6151
1012082072,25.059423,121.5395
1012082098,25.016108,121.55321
1012082685,25.030817,121.504135
1012083018,25.039865,121.543785
1012083142,25.210304,121.66594
1012084942,25.05293,121.56818
1012085540,25.115131,121.62859
1012085616,25.043766,121.54662
1012085677,25.039152,121.56508
1012086024,25.048954,121.532776
1012087340,25.088623,121.56004
1012087627,25.001263,121.59152
1012087806,25.062553,121.52881
1012089220,25.013533,121.55748
1012090469,25.058174,121.56942
