發生時間,車種,Y,X
2013-04-01 12:08:00,普通重型-機車,25.03311,121.4983
2013-04-01 01:10:00,普通重型-機車,25.06299,121.5202
2013-04-01 04:20:00,普通重型-機車;自用-小客車,25.06285,121.5126
2013-04-01 07:17:00,自用-小客車;普通重型-機車,25.21030,121.6659
2013-04-01 07:20:00,自用-小客車;行人-人,25.08655,121.5233
2013-04-01 08:08:00,自用-小客車;普通重型-機車;普通重型-機車,25.00249,121.5805
2013-04-01 08:10:00,普通重型-機車;普通重型-機車;普通重型-機車,25.06375,121.5304
2013-04-01 08:20:00,計程車-小客車;普通重型-機車;計程車-小客車,25.21030,121.6659
2013-04-01 08:20:00,普通重型-機車;普通重型-機車;普通重型-機車,25.07596,121.5801
2013-04-01 09:00:00,自用-小客車;普通重型-機車,25.09519,121.5158
2013-04-01 09:05:00,自用-小客車;普通重型-機車,25.11529,121.5229
2013-04-01 09:30:00,自用-小客車;普通重型-機車,25.08302,121.5697
2013-04-01 09:50:00,計程車-小客車;普通重型-機車,25.11277,121.5352
2013-04-01 10:23:00,營業用-小貨車;普通重型-機車,25.21030,121.6659
2013-04-01 10:30:00,普通重型-機車;自用-小客車;普通重型-機車,25.05624,121.5542
2013-04-01 10:40:00,計程車-小客車;普通重型-機車,25.06434,121.5356
2013-04-01 10:40:00,計程車-小客車;普通重型-機車,25.21030,121.6659
2013-04-01 11:25:00,普通重型-機車;普通重型-機車,25.04032,121.5485
2013-04-01 11:28:00,普通重型-機車;腳踏自行車-慢車,25.06433,121.5227
2013-04-01 11:36:00,計程車-小客車;普通重型-機車,25.05362,121.5279
2013-04-01 11:50:00,自用-小客車;普通重型-機車;自用-小客車;普通重型-機車,25.12416,121.5260
2013-04-01 11:50:00,普通重型-機車;普通重型-機車,25.09892,121.5302
2013-04-01 12:15:00,計程車-小客車;普通重型-機車,25.03719,121.5567
2013-04-01 13:00:00,計程車-小客車;行人-人,25.03674,121.5475
2013-04-01 13:50:00,自用-小客車;普通重型-機車,25.03993,121.5719
2013-04-01 14:20:00,計程車-小客車;計程車-小客車;普通重型-機車;普通重型-機車,25.08019,121.5714
2013-04-01 14:40:00,自用-小客車;普通重型-機車,25.12328,121.5520
