發生時間,車種,Y,X
2012-04-01 00:08:00,普通重型-機車;自用-小客車;普通重型-機車,25.03458,121.4946
2012-04-01 00:50:00,租賃車-小客車;普通重型-機車,25.03960,121.5309
2012-04-01 01:07:00,計程車-小客車;普通重型-機車;普通重型-機車,25.06583,121.5370
2012-04-01 02:30:00,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,25.21741,121.6076
2012-04-01 03:13:00,自用-小客車;計程車-小客車;計程車-小客車,25.03083,121.5704
2012-04-01 04:00:00,其他車-其他車;普通重型-機車,25.06834,121.5274
2012-04-01 07:50:00,普通重型-機車;普通重型-機車,25.10857,121.5125
2012-04-01 08:15:00,普通輕型-機車;自用-小客車,25.04232,121.5458
2012-04-01 08:24:00,普通重型-機車;普通重型-機車,25.21030,121.6659
2012-04-01 09:12:00,普通重型-機車;計程車-小客車,25.21030,121.6659
2012-04-01 09:13:00,自用-小客車;普通重型-機車;普通重型-機車,25.07773,121.5214
2012-04-01 10:00:00,自用-小客車;普通重型-機車,25.01583,121.5536
2012-04-01 10:00:00,普通重型-機車;自用-小客車,25.02578,121.5183
2012-04-01 10:00:00,普通重型-機車;自用-小客車,25.03406,121.5188
2012-04-01 10:17:00,普通重型-機車;自用-小客車,25.21030,121.6659
2012-04-01 10:30:00,計程車-小客車;普通重型-機車;普通重型-機車,25.21030,121.6659
2012-04-01 11:25:00,自用-小貨車;普通重型-機車,25.05327,121.5117
2012-04-01 11:36:00,普通重型-機車;自用-小貨車;計程車-小客車,25.21030,121.6659
2012-04-01 11:40:00,自用-小客車;普通重型-機車,25.12939,121.5025
2012-04-01 11:58:00,自用-小客車;普通重型-機車;普通重型-機車,25.00411,121.5846
2012-04-01 13:08:00,自用-小客車;普通輕型-機車,25.06083,121.5317
2012-04-01 14:14:00,普通重型-機車;自用-小客車,25.08150,121.5219
2012-04-01 14:40:00,普通重型-機車;普通重型-機車,25.06444,121.5209
2012-04-01 15:00:00,計程車-小客車;普通重型-機車,25.12495,121.5267
2012-04-01 15:45:00,自用-小客車;普通重型-機車;普通重型-機車,25.21030,121.6659
2012-04-01 16:10:00,自用-小客車;普通重型-機車;普通重型-機車,25.09784,121.5164
2012-04-01 16:18:00,自用-小客車;普通重型-機車,25.06365,121.5386
2012-04-01 17:59:00,計程車-小客車;普通重型-機車,25.02433,121.5007
