發生時間,車種,Y,X
2013-08-01 00:32:00,計程車-小客車;自用-小客車;自用-小客車,25.05269,121.5603
2013-08-01 00:49:00,計程車-小客車;普通重型-機車,25.06389,121.5373
2013-08-01 04:26:00,普通重型-機車;計程車-小客車;普通重型-機車,25.21030,121.6659
2013-08-01 05:10:00,普通重型-機車,25.03676,121.4920
2013-08-01 05:23:00,計程車-小客車;普通重型-機車,25.06894,121.5423
2013-08-01 06:10:00,其他車-其他車;行人-人,25.03258,121.4953
2013-08-01 06:52:00,普通重型-機車;租賃車-小客車,25.06680,121.5826
2013-08-01 07:35:00,自用-小客車;自用-小客車;自用-小客車;自用-小客車,25.21030,121.6659
2013-08-01 08:05:00,自用-小客車;普通重型-機車,25.06359,121.5427
2013-08-01 08:26:00,自用-小客車;普通重型-機車,25.07076,121.5397
2013-08-01 08:42:00,計程車-小客車;普通重型-機車,25.05517,121.5440
2013-08-01 09:00:00,計程車-小客車;普通重型-機車;計程車-小客車,25.21030,121.6659
2013-08-01 09:10:00,自用-小客車;普通重型-機車,25.11807,121.5054
2013-08-01 09:30:00,普通重型-機車;普通重型-機車;計程車-小客車,25.06250,121.5378
2013-08-01 09:45:00,計程車-小客車;普通重型-機車,25.05846,121.5332
2013-08-01 10:20:00,普通重型-機車;行人-人,25.03925,121.5807
2013-08-01 10:30:00,普通重型-機車;行人-人,25.07596,121.5801
2013-08-01 10:35:00,普通重型-機車;行人-人,25.08362,121.5127
2013-08-01 10:48:00,普通重型-機車;普通輕型-機車,25.03912,121.5711
2013-08-01 10:50:00,計程車-小客車;普通重型-機車;計程車-小客車,25.06390,121.5243
2013-08-01 11:20:00,自用-小客車;普通重型-機車,25.04671,121.5831
2013-08-01 11:45:00,普通重型-機車;普通重型-機車,25.05676,121.5187
2013-08-01 12:10:00,普通重型-機車;普通重型-機車,25.06315,121.5158
2013-08-01 12:15:00,普通重型-機車;自用-小客車;普通重型-機車,25.04526,121.5377
2013-08-01 12:50:00,自用-小客車;普通重型-機車,25.21030,121.6659
2013-08-01 13:15:00,自用-小貨車;普通重型-機車,25.07915,121.5953
2013-08-01 13:50:00,普通重型-機車;普通重型-機車,25.06285,121.5126
2013-08-01 14:05:00,普通重型-機車;普通重型-機車,25.03474,121.5393
2013-08-01 14:16:00,自用-小客車;普通重型-機車,25.04260,121.5644
2013-08-01 14:25:00,自用-小客車;普通重型-機車;普通重型-機車,25.10081,121.5376
2013-08-01 14:47:00,普通重型-機車;普通重型-機車,25.14001,121.5008
2013-08-01 15:00:00,自用-小客車;腳踏自行車-慢車,25.03200,121.5458
2013-08-01 15:00:00,普通重型-機車,25.21030,121.6659
2013-08-01 16:40:00,自用-大貨車;行人-人,25.10341,121.5234
2013-08-01 18:00:00,普通重型-機車;普通重型-機車;自用-小客車,25.06795,121.5889
2013-08-01 18:03:00,電動自行車-慢車;普通重型-機車,25.02876,121.5583
2013-08-01 18:25:00,其他車-其他車;普通重型-機車,25.14248,121.4856
2013-08-01 18:30:00,普通重型-機車;計程車-小客車,25.06310,121.5396
2013-08-01 18:35:00,自用-小貨車;普通重型-機車,25.21030,121.6659
2013-08-01 18:35:00,普通重型-機車;腳踏自行車-慢車,25.05566,121.6152
2013-08-01 18:35:00,普通重型-機車;行人-人,25.04459,121.5083
2013-08-01 18:45:00,自用-小客車;普通重型-機車,25.21030,121.6659
2013-08-01 18:45:00,普通重型-機車;普通重型-機車,25.03640,121.4964
2013-08-01 19:20:00,普通重型-機車;普通重型-機車,25.03387,121.5746
2013-08-01 19:20:00,其他車-其他車;普通重型-機車;普通重型-機車,25.05215,121.5081
2013-08-01 19:30:00,普通重型-機車;普通重型-機車,25.02933,121.5446
2013-08-01 19:30:00,普通重型-機車;普通重型-機車,25.05129,121.5164
2013-08-01 22:00:00,自用-小客車;普通重型-機車,25.13098,121.5010
2013-08-01 22:06:00,普通重型-機車;普通重型-機車;普通重型-機車,25.07970,121.5457
2013-08-01 22:15:00,普通重型-機車;普通重型-機車,25.21030,121.6659
2013-08-01 22:28:00,普通重型-機車;租賃車-小客車;普通重型-機車,25.21030,121.6659
2013-08-01 22:35:00,計程車-小客車;普通重型-機車,25.04257,121.5745
2013-08-01 23:14:00,計程車-小客車;普通重型-機車;普通重型-機車,25.05955,121.5256
2013-08-02 13:15:00,租賃車-小客車;普通重型-機車,25.05805,121.5957
