發生時間,車種,Y,X
2014-11-01 00:00:00,普通重型-機車;普通重型-機車,25.09107,121.5243
2014-11-01 00:08:00,自用-小貨車;普通重型-機車,25.02783,121.5078
2014-11-01 00:17:00,普通重型-機車;普通重型-機車,25.09784,121.5164
2014-11-01 00:40:00,計程車-小客車;普通重型-機車,25.04357,121.5838
2014-11-01 00:43:00,普通重型-機車;普通重型-機車;普通重型-機車,25.21030,121.6659
2014-11-01 01:05:00,普通輕型-機車;營業用-小貨車,25.03772,121.5772
2014-11-01 03:46:00,自用-小客車;普通重型-機車;普通重型-機車,25.06285,121.5126
2014-11-01 06:20:00,自用-大貨車;行人-人,25.04288,121.5059
2014-11-01 07:15:00,普通重型-機車;普通重型-機車,25.08660,121.5083
2014-11-01 07:50:00,計程車-小客車;腳踏自行車-慢車,25.08782,121.5113
2014-11-01 08:04:00,普通重型-機車;自用-小客車;普通重型-機車,25.21030,121.6659
2014-11-01 08:28:00,普通重型-機車;自用-小客車;普通重型-機車,25.12020,121.4675
2014-11-01 08:54:00,普通輕型-機車;普通重型-機車,25.02954,121.5594
2014-11-01 09:15:00,普通重型-機車,25.08772,121.5204
2014-11-01 09:44:00,自用-小客車;普通重型-機車,25.21030,121.6659
2014-11-01 09:50:00,普通重型-機車;腳踏自行車-慢車,25.05145,121.5675
2014-11-01 10:59:00,普通輕型-機車;普通重型-機車,25.01292,121.5373
2014-11-01 11:09:00,普通重型-機車;腳踏自行車-慢車,25.03064,121.5170
2014-11-01 11:25:00,自用-小客車;普通重型-機車,25.08453,121.5256
2014-11-01 11:50:00,營業用-大貨車;普通重型-機車,25.02270,121.5285
2014-11-01 12:11:00,普通輕型-機車;普通重型-機車;普通重型-機車,25.08885,121.5114
2014-11-01 12:19:00,民營公車-大客車;普通重型-機車;普通重型-機車,25.21030,121.6659
2014-11-01 12:22:00,普通輕型-機車;自用-小客車,25.08277,121.5498
2014-11-01 12:45:00,自用-小客車;普通重型-機車,25.05294,121.5577
2014-11-01 12:59:00,普通重型-機車;普通重型-機車,25.03239,121.5465
2014-11-01 13:00:00,普通重型-機車;普通重型-機車,25.05079,121.5772
2014-11-01 13:15:00,自用-小客車;普通重型-機車;普通重型-機車,25.09006,121.5245
2014-11-01 13:15:00,普通重型-機車;普通重型-機車,25.19537,121.6078
2014-11-01 13:28:00,普通重型-機車;普通重型-機車,25.06175,121.5162
2014-11-01 13:59:00,普通重型-機車;自用-小客車,25.21030,121.6659
2014-11-01 14:20:00,普通重型-機車;自用-小客車,25.06255,121.5288
2014-11-01 14:30:00,普通輕型-機車;普通重型-機車,25.07281,121.5201
2014-11-01 14:55:00,自用-小客車;普通重型-機車;普通重型-機車,25.06834,121.5274
2014-11-01 15:30:00,普通重型-機車;計程車-小客車;計程車-小客車,25.03856,121.5409
2014-11-01 15:33:00,普通重型-機車,25.09474,121.5070
2014-11-01 15:58:00,腳踏自行車-慢車;腳踏自行車-慢車,25.03259,121.4927
2014-11-01 16:01:00,腳踏自行車-慢車;普通重型-機車,25.03242,121.5410
2014-11-01 16:20:00,自用-小客車;行人-人,25.21030,121.6659
2014-11-01 16:30:00,普通重型-機車;普通重型-機車,25.11362,121.5104
2014-11-01 16:40:00,自用-小客車;腳踏自行車-慢車,25.04671,121.5831
2014-11-01 16:45:00,普通輕型-機車;普通重型-機車,25.05631,121.5644
2014-11-01 17:00:00,腳踏自行車-慢車;腳踏自行車-慢車,25.04994,121.5371
2014-11-01 17:00:00,自用-小客車;普通重型-機車,25.13555,121.5000
2014-11-01 17:10:00,普通重型-機車;行人-人,25.05170,121.5747
2014-11-01 17:20:00,普通重型-機車;普通輕型-機車,25.04302,121.5545
2014-11-01 17:40:00,自用-小客車;普通重型-機車,25.11928,121.5183
2014-11-01 17:57:00,計程車-小客車;普通重型-機車,25.07096,121.5942
2014-11-01 18:08:00,腳踏自行車-慢車;腳踏自行車-慢車;腳踏自行車-慢車,25.07769,121.5106
2014-11-01 18:10:00,普通重型-機車;行人-人;普通重型-機車,25.02617,121.5182
2014-11-01 18:10:00,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;腳踏自行車-慢車;普通重型-機車;普通重型-機車,25.08102,121.5943
2014-11-01 18:15:00,行人-人;普通重型-機車,25.11115,121.5211
2014-11-01 18:25:00,普通重型-機車;普通重型-機車;普通重型-機車,25.06596,121.5816
2014-11-01 18:30:00,自用-小客車;普通輕型-機車,25.11720,121.5067
2014-11-01 18:32:00,普通重型-機車;自用-小客車,25.09096,121.5084
2014-11-01 18:40:00,普通重型-機車;普通重型-機車,25.01457,121.5413
2014-11-01 19:10:00,計程車-小客車;普通重型-機車;普通重型-機車,25.10844,121.5306
2014-11-01 20:00:00,計程車-小客車;普通輕型-機車,25.06299,121.5202
2014-11-01 20:10:00,自用-小客車;普通輕型-機車,25.06340,121.5400
2014-11-01 20:25:00,自用-小客車;普通重型-機車;普通重型-機車,25.09175,121.5636
2014-11-01 21:15:00,普通重型-機車;計程車-小客車;普通重型-機車,25.21030,121.6659
2014-11-01 21:43:00,普通重型-機車;普通重型-機車,25.04477,121.5548
2014-11-01 21:50:00,普通重型-機車;普通重型-機車;普通重型-機車,25.05159,121.5942
2014-11-01 23:05:00,普通重型-機車;行人-人,25.04501,121.5670
2014-11-01 23:55:00,普通重型-機車;普通重型-機車,25.05475,121.5204
2014-11-01 23:55:00,普通重型-機車;普通重型-機車,25.06863,121.5203
2014-11-02 08:31:00,計程車-小客車;普通重型-機車;行人-人,25.05063,121.5897
2014-11-02 04:47:00,自用-小貨車;自用-小客車;自用-小客車,25.03302,121.5009
2014-11-02 05:15:00,普通重型-機車;普通重型-機車,25.21030,121.6659
2014-11-02 06:38:00,自用-小客車;自用-小客車,25.03474,121.5393
2014-11-02 07:18:00,普通重型-機車;腳踏自行車-慢車,25.08877,121.5089
2014-11-02 09:27:00,計程車-小客車;行人-人,25.07120,121.5385
2014-11-02 09:47:00,普通輕型-機車;計程車-小客車,25.05739,121.5329
2014-11-02 10:30:00,普通重型-機車;普通重型-機車,25.07129,121.5829
2014-11-02 11:57:00,計程車-小客車;普通重型-機車,25.05263,121.5418
2014-11-02 15:11:00,民營公車-大客車;普通重型-機車,25.08494,121.5394
2014-11-02 15:40:00,普通重型-機車;普通輕型-機車,25.09657,121.5321
2014-11-02 15:42:00,普通重型-機車;自用-小貨車,25.09892,121.5302
2014-11-02 16:45:00,計程車-小客車;普通重型-機車,25.21030,121.6659
