發生時間,車種,Y,X
2014-10-01 00:08:00,普通重型-機車;大型重型2-機車;普通重型-機車,25.07252,121.5122
2014-10-01 00:38:00,自用-小客車;普通重型-機車,25.10372,121.5272
2014-10-01 05:30:00,普通重型-機車;普通重型-機車,25.05129,121.5164
2014-10-01 07:00:00,普通重型-機車;普通重型-機車;普通重型-機車,25.02210,121.5496
2014-10-01 07:21:00,普通重型-機車;租賃車-小客車,25.02846,121.5237
2014-10-01 07:29:00,普通重型-機車;自用-小客車;普通重型-機車,25.06390,121.5243
2014-10-01 07:50:00,普通重型-機車;普通輕型-機車,25.04295,121.5577
2014-10-01 08:15:00,普通重型-機車;普通重型-機車,25.04006,121.5201
2014-10-01 08:20:00,普通重型-機車;普通重型-機車,25.07769,121.5106
2014-10-01 08:24:00,普通重型-機車;計程車-小客車;自用-小客車,25.21030,121.6659
2014-10-01 08:25:00,普通重型-機車;普通重型-機車,25.21030,121.6659
2014-10-01 08:30:00,普通重型-機車,25.05671,121.6138
2014-10-01 08:30:00,自用-小客車;腳踏自行車-慢車,25.10862,121.5189
2014-10-01 08:30:00,計程車-小客車;行人-人,25.04803,121.5715
2014-10-01 08:35:00,普通重型-機車;普通重型-機車,25.02854,121.5141
2014-10-01 09:00:00,自用-小客車;普通重型-機車,25.04295,121.5577
2014-10-01 09:00:00,自用-小客車;普通重型-機車,25.07766,121.6227
2014-10-01 09:00:00,普通重型-機車;自用-小客車,25.05242,121.5576
2014-10-01 09:23:00,自用-小客車;普通重型-機車,25.04056,121.4984
2014-10-01 09:41:00,普通重型-機車;普通重型-機車,25.05864,121.6082
2014-10-01 09:45:00,普通重型-機車,25.21030,121.6659
2014-10-01 09:55:00,普通重型-機車;普通重型-機車,25.11861,121.5170
2014-10-01 09:58:00,普通重型-機車;自用-小貨車;自用-小客車;計程車-小客車,25.03104,121.5603
2014-10-01 10:40:00,自用-小客車;普通重型-機車,25.07476,121.5180
2014-10-01 10:48:00,自用-小客車;計程車-小客車;自用-小客車,25.06467,121.5663
2014-10-01 10:57:00,自用-小客車;行人-人,25.07096,121.5942
2014-10-01 11:30:00,自用-小貨車;普通重型-機車;普通重型-機車,25.21030,121.6659
2014-10-01 14:00:00,自用-小貨車;普通重型-機車,25.04570,121.5145
2014-10-01 14:00:00,計程車-小客車;普通重型-機車,25.01675,121.5311
2014-10-01 14:16:00,普通重型-機車;普通重型-機車,25.04383,121.5449
2014-10-01 14:50:00,普通重型-機車;自用-小貨車,25.06066,121.5246
2014-10-01 15:00:00,普通重型-機車;腳踏自行車-慢車,25.05676,121.5126
2014-10-01 15:55:00,計程車-小客車;普通重型-機車,25.09241,121.5724
2014-10-01 16:47:00,租賃車-小客車;普通重型-機車,25.10111,121.5512
2014-10-01 17:00:00,普通重型-機車;普通重型-機車,25.11920,121.5233
2014-10-01 17:10:00,自用-小客車;普通重型-機車;租賃車-小客車,25.21030,121.6659
2014-10-01 17:30:00,普通重型-機車;普通輕型-機車,25.21030,121.6659
2014-10-01 18:00:00,普通重型-機車;自用-小客車,25.04883,121.5801
2014-10-01 18:20:00,普通重型-機車,25.10990,121.5214
2014-10-01 19:30:00,普通重型-機車;行人-人;行人-人,25.03355,121.5356
2014-10-01 20:20:00,普通重型-機車;計程車-小客車,25.04395,121.5551
2014-10-01 20:30:00,民營客運-大客車;自用-小客車;民營客運-大客車,25.12028,121.5248
2014-10-01 21:13:00,租賃車-小客車;腳踏自行車-慢車,25.03101,121.5618
2014-10-01 21:24:00,普通重型-機車;自用-小客車,25.03773,121.5684
2014-10-01 21:45:00,自用-小客車;行人-人,25.06299,121.5202
2014-10-01 22:03:00,自用-小客車;普通重型-機車,25.04294,121.5701
2014-10-01 22:30:00,普通重型-機車;普通重型-機車,25.00211,121.5563
2014-10-01 23:05:00,普通重型-機車;自用-小客車,25.11229,121.5587
2014-10-01 23:20:00,電動輔助自行車-慢車;自用-小客車,25.08893,121.6052
2014-10-01 23:25:00,自用-小客車;普通重型-機車,25.03474,121.5449
2014-10-01 23:30:00,腳踏自行車-慢車;計程車-小客車,25.04444,121.5486
