發生時間,車種,Y,X
2013-02-01 02:15:00,自用-小客車;自用-小客車,25.12121,121.5115
2013-02-01 06:12:00,自用-小客車;普通重型-機車,25.06727,121.5238
2013-02-01 06:35:00,普通重型-機車;腳踏自行車-慢車,25.06598,121.5362
2013-02-01 07:00:00,普通輕型-機車;普通重型-機車,25.11513,121.6286
2013-02-01 07:10:00,普通重型-機車;行人-人,25.21030,121.6659
2013-02-01 07:16:00,普通重型-機車;普通重型-機車,25.06826,121.5434
2013-02-01 07:50:00,普通重型-機車;普通重型-機車,25.04626,121.5345
2013-02-01 08:11:00,計程車-小客車;普通重型-機車,25.08060,121.5567
2013-02-01 08:15:00,普通輕型-機車;普通重型-機車,25.07941,121.5177
2013-02-01 08:19:00,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,25.06415,121.5653
2013-02-01 08:50:00,普通重型-機車;普通重型-機車,25.09114,121.5239
2013-02-01 09:02:00,自用-小客車;普通輕型-機車,25.05898,121.5426
2013-02-01 09:20:00,普通重型-機車;自用-小客車,25.06414,121.5126
2013-02-01 09:30:00,普通重型-機車;行人-人,25.21030,121.6659
2013-02-01 09:30:00,自用-小客車;普通重型-機車,25.05314,121.5597
2013-02-01 10:06:00,自用-小貨車;普通重型-機車,25.03693,121.5799
2013-02-01 10:17:00,自用-小貨車;行人-人,25.13395,121.5027
2013-02-01 10:30:00,自用-小貨車;普通重型-機車;普通重型-機車,25.02747,121.5362
2013-02-01 10:50:00,自用-小客車;自用-小客車;自用-小客車;自用-小客車,25.21030,121.6659
2013-02-01 11:05:00,租賃車-小客車;普通重型-機車,25.06724,121.5184
2013-02-01 11:55:00,自用-小客車;普通重型-機車;自用-小客車,25.06433,121.5375
2013-02-01 11:55:00,普通重型-機車;行人-人,25.07324,121.6206
2013-02-01 12:00:00,計程車-小客車;普通重型-機車,25.05955,121.5371
2013-02-01 13:25:00,普通重型-機車;普通重型-機車,25.05616,121.6040
2013-02-01 14:03:00,自用-小客車;普通重型-機車,25.21030,121.6659
2013-02-01 14:10:00,自用-小客車;普通重型-機車,25.11145,121.5229
2013-02-01 14:35:00,普通重型-機車;普通重型-機車;普通重型-機車,25.04771,121.5506
2013-02-01 16:20:00,其他車-其他車;普通重型-機車,25.09394,121.5078
2013-02-01 16:25:00,普通重型-機車;普通重型-機車,25.07222,121.5708
2013-02-01 17:17:00,普通重型-機車;自用-小客車,25.02179,121.5599
2013-02-01 17:35:00,自用-小客車;普通重型-機車,25.12608,121.5000
2013-02-01 17:50:00,普通重型-機車,25.05805,121.5957
2013-02-01 18:00:00,自用-小客車;行人-人,25.05159,121.5942
2013-02-01 18:10:00,自用-小客車;自用-小客車;自用-小客車;行人-人,25.07034,121.5352
2013-02-01 18:50:00,普通重型-機車;普通重型-機車,25.09180,121.5065
2013-02-01 19:05:00,自用-小客車;普通輕型-機車;普通輕型-機車,25.08158,121.5761
2013-02-01 19:10:00,普通重型-機車;自用-小貨車,25.05508,121.6170
2013-02-01 19:40:00,其他車-其他車;其他車-其他車;普通重型-機車;計程車-小客車,25.04406,121.5063
2013-02-01 19:50:00,自用-小客車;行人-人,25.05497,121.5366
2013-02-01 20:22:00,普通重型-機車;自用-小客車,25.08575,121.5847
2013-02-01 20:30:00,普通重型-機車;自用-小貨車;自用-小客車,25.10896,121.5006
2013-02-01 21:25:00,自用-小客車;普通重型-機車,25.02917,121.5448
2013-02-01 22:15:00,普通重型-機車;普通輕型-機車,25.03621,121.5048
2013-02-01 22:49:00,行人-人;計程車-小客車,25.06834,121.5274
2013-02-01 22:50:00,計程車-小客車;普通輕型-機車,25.02793,121.5567
2013-02-01 23:40:00,計程車-小客車;普通重型-機車,25.05776,121.5316
2013-02-02 00:05:00,普通重型-機車;普通重型-機車,25.06487,121.5126
2013-02-02 00:55:00,普通重型-機車;計程車-小客車,25.04291,121.5460
2013-02-02 01:40:00,自用-小客車;計程車-小客車;計程車-小客車;計程車-小客車,25.21030,121.6659
