發生時間,車種,Y,X
2013-11-01 00:15:00,自用-小客車;行人-人,25.04993,121.5695
2013-11-01 00:30:00,自用-小客車;普通重型-機車,25.04310,121.5497
2013-11-01 01:30:00,普通重型-機車;計程車-小客車,25.04825,121.5145
2013-11-01 05:15:00,普通重型-機車;行人-人,25.06150,121.5272
2013-11-01 05:50:00,普通重型-機車;腳踏自行車-慢車,25.12866,121.5019
2013-11-01 07:30:00,普通重型-機車;普通重型-機車,25.21030,121.6659
2013-11-01 07:40:00,普通重型-機車;普通重型-機車;普通重型-機車,25.05813,121.6087
2013-11-01 07:40:00,普通重型-機車;自用-小客車,25.07332,121.6134
2013-11-01 07:53:00,普通輕型-機車;自用-小客車,25.04587,121.5521
2013-11-01 08:00:00,普通重型-機車;普通重型-機車,25.21030,121.6659
2013-11-01 08:25:00,普通重型-機車;行人-人;普通重型-機車,25.11605,121.5524
2013-11-01 08:25:00,自用-小客車;普通重型-機車,25.06196,121.5584
2013-11-01 08:30:00,普通輕型-機車;普通重型-機車,25.06877,121.5871
2013-11-01 08:40:00,計程車-小客車;普通重型-機車,25.06550,121.6078
2013-11-01 08:50:00,普通重型-機車;普通重型-機車,25.06299,121.5202
2013-11-01 08:55:00,自用-小客車;普通重型-機車,25.14554,121.5038
2013-11-01 09:03:00,普通輕型-機車;行人-人,25.02590,121.5705
2013-11-01 09:15:00,普通重型-機車;普通重型-機車,25.13737,121.4976
2013-11-01 09:30:00,自用-小客車;普通重型-機車,25.13334,121.5299
2013-11-01 09:35:00,自用-小客車;普通重型-機車,25.07120,121.5385
2013-11-01 09:50:00,普通重型-機車;普通重型-機車;普通重型-機車,25.21030,121.6659
2013-11-01 09:54:00,計程車-小客車;普通重型-機車,25.21030,121.6659
2013-11-01 09:57:00,普通重型-機車,25.09241,121.5724
2013-11-01 10:18:00,普通重型-機車;自用-小貨車,25.05708,121.5860
2013-11-01 10:25:00,普通重型-機車;計程車-小客車,25.04913,121.5605
2013-11-01 10:36:00,計程車-小客車;普通重型-機車,25.03915,121.5651
2013-11-01 10:40:00,計程車-小客車;普通重型-機車,25.04575,121.5533
2013-11-01 11:10:00,自用-小客車;普通重型-機車,25.02540,121.5611
2013-11-01 11:20:00,普通重型-機車;普通重型-機車,25.01685,121.5337
2013-11-01 11:36:00,自用-小客車;自用-小客車;自用-小客車,25.03387,121.5746
2013-11-01 11:50:00,自用-小貨車;普通重型-機車,25.11419,121.5110
2013-11-01 12:00:00,普通重型-機車;行人-人,25.06201,121.5233
2013-11-01 12:48:00,自用-小客車;普通重型-機車,25.04116,121.5462
2013-11-01 13:05:00,普通重型-機車;普通重型-機車;自用-小客車,25.05895,121.5897
2013-11-01 14:23:00,營業用-小貨車;普通重型-機車,25.03046,121.5002
2013-11-01 15:30:00,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,25.07596,121.5801
