發生時間,車種,Y,X
2013-06-01 01:30:00,普通重型-機車;普通重型-機車,25.12266,121.4999
2013-06-01 01:40:00,計程車-小客車;計程車-小客車;計程車-小客車,25.03986,121.5438
2013-06-01 06:00:00,普通重型-機車;自用-小客車,25.11552,121.5211
2013-06-01 07:15:00,自用-小客車;普通重型-機車,25.21030,121.6659
2013-06-01 08:01:00,普通重型-機車;普通重型-機車,25.01900,121.4971
2013-06-01 08:50:00,普通重型-機車,25.00019,121.5418
2013-06-01 09:40:00,普通重型-機車;行人-人;自用-大貨車,25.09449,121.5504
2013-06-01 09:45:00,自用-小客車;普通重型-機車,25.21030,121.6659
2013-06-01 09:45:00,普通重型-機車;行人-人,25.19537,121.6078
2013-06-01 10:08:00,其他車-其他車;普通重型-機車;普通重型-機車,25.13764,121.4820
2013-06-01 10:10:00,普通重型-機車;普通重型-機車;自用-小貨車;普通重型-機車,25.14183,121.5491
2013-06-01 10:35:00,自用-小客車;普通重型-機車,25.05069,121.5549
2013-06-01 11:05:00,普通重型-機車;腳踏自行車-慢車,25.03874,121.5805
2013-06-01 12:30:00,普通重型-機車;普通重型-機車,25.00931,121.5383
2013-06-01 13:37:00,自用-小客車;普通重型-機車,25.11819,121.5222
2013-06-01 14:20:00,普通重型-機車;普通重型-機車;普通重型-機車,25.05422,121.5973
2013-06-01 14:30:00,其他車-其他車;普通輕型-機車;普通輕型-機車,25.08214,121.5875
2013-06-01 14:38:00,自用-小客車;普通重型-機車,25.04803,121.5715
2013-06-01 14:55:00,普通重型-機車;自用-小客車,25.12088,121.5245
2013-06-01 15:09:00,普通重型-機車;普通重型-機車;普通重型-機車,25.04789,121.5769
2013-06-01 15:15:00,自用-小客車;普通重型-機車,25.06819,121.5397
2013-06-01 15:50:00,普通重型-機車;自用-小客車,25.04204,121.5347
2013-06-01 15:50:00,行人-人;計程車-小客車,25.02296,121.5294
2013-06-01 16:20:00,自用-小客車;普通輕型-機車;自用-小客車,25.07012,121.5158
