發生時間,車種,Y,X
2013-07-01 00:25:00,自用-小客車;普通輕型-機車,25.07941,121.5177
2013-07-01 00:50:00,計程車-小客車;普通重型-機車;普通重型-機車,25.21030,121.6659
2013-07-01 01:51:00,普通重型-機車;普通重型-機車;普通重型-機車,25.05098,121.5774
2013-07-01 07:10:00,普通重型-機車;普通重型-機車,25.04982,121.5107
2013-07-01 07:30:00,自用-小客車;普通重型-機車,25.05805,121.5957
2013-07-01 08:10:00,普通重型-機車;自用-小客車;普通重型-機車,25.13742,121.5110
2013-07-01 08:15:00,普通重型-機車;普通重型-機車,25.06843,121.5816
2013-07-01 08:20:00,普通重型-機車;計程車-小客車,25.05517,121.5440
2013-07-01 08:30:00,普通重型-機車;計程車-小客車,25.06453,121.5656
2013-07-01 08:40:00,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,25.03869,121.5215
2013-07-01 08:40:00,普通重型-機車;普通重型-機車,25.21030,121.6659
2013-07-01 08:40:00,普通重型-機車;普通重型-機車;普通重型-機車,25.21030,121.6659
2013-07-01 08:40:00,普通重型-機車;普通重型-機車;普通重型-機車,25.04102,121.5754
2013-07-01 08:59:00,自用-小客車;普通重型-機車,25.06628,121.5382
2013-07-01 09:00:00,自用-小客車;普通重型-機車,25.21030,121.6659
2013-07-01 09:40:00,普通重型-機車;普通重型-機車,25.08649,121.5577
2013-07-01 09:44:00,自用-小客車;腳踏自行車-慢車,25.05905,121.5553
2013-07-01 10:00:00,普通重型-機車;普通重型-機車,25.05078,121.5279
2013-07-01 10:00:00,普通重型-機車;普通重型-機車,25.13742,121.5110
2013-07-01 10:05:00,普通重型-機車;普通重型-機車,25.04116,121.5462
2013-07-01 10:15:00,普通重型-機車;普通重型-機車;普通重型-機車,25.21030,121.6659
2013-07-01 11:00:00,普通重型-機車;普通重型-機車,25.07596,121.5801
2013-07-01 11:10:00,普通重型-機車,25.07342,121.6122
2013-07-01 11:39:00,自用-小貨車;行人-人,25.02829,121.4987
